institution,urls,articletype,retractiondate,retractiondoi,originalpaperdate,originalpaperdoi,retractionnature,reason,notes,rorids,rornames,rorcountries,rorregions,container,publisher,prefix,funder
"['Agro Processing and Natural Products Division, CSIR-National Institute for Interdisciplinary Science and Technology (CSIR-NIIST), Industrial Estate P.O, Thiruvananthapuram 695019, Kerala, India']",[],['Research Article'],2/19/2025 0:00,10.1016/j.jff.2016.10.031,11/24/2016 0:00,10.1016/j.jff.2016.10.031,Retraction,"['+Duplication of/in Image' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Unreliable Results and/or Conclusions'
 '+Upgrade/Update of Prior Notice(s)']","date of retraction unknown, html page overwrite, date estimated from notifications; full names taken from Scopus; see also: https://pubpeer.com/publications/2F9D1BD810AFD6177A969A1766CACA",[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, 651 Dongfeng Road East, Guangzhou, 510060, PR China'
 'Department of Nasopharyngeal Carcinoma, Sun Yat-sen University Cancer Center, 651 Dongfeng Road East, Guangzhou, 510060, PR China'
 'Department of Radiotherapy, Affiliated Cancer Hospital & Institute of Guangzhou Medical University, 78 Hengzhigang Road, Guangzhou, 510095, PR China'
 'Key Laboratory of Translational Radiation Oncology, Hunan Cancer Hospital and the Affiliated Cancer Hospital of Xiangya School of Medicine, Central South University, Changsha, 410013, PR China'
 'Department of Radiotherapy, Jiangsu Cancer Hospital & Jiangsu Institute of Cancer Research & the Affiliated Cancer Hospital of Nanjing Medical University, Nanjing, 210009, PR China'
 ""Department of Oral and Maxillofacial-Head Neck Oncology, Shanghai Ninth People's Hospital, College of Stomatology, Shanghai Jiao Tong University School of Medicine, Shanghai, 200011, PR China""]",[],['Research Article'],10/8/2019 0:00,10.1016/j.canlet.2023.216061,10/8/2019 0:00,10.1016/j.canlet.2019.10.008,Retraction,['+Duplication of/in Image' '+Error in Image'],"date of retraction unknown, html page overwrite; separate retraction notice published 2/21/2023;",['https://ror.org/04dn2ax39'],[None],['China'],['Guangdong'],<NA>,<NA>,<NA>,<NA>
"['Department of Physical Education, Henan Institute of Science and Technology, Xinxiang, Henan, P.R.China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],8/18/2011 0:00,10.1109/PACCS.2011.5990342,7/17/2011 0:00,10.1109/PACCS.2011.5990342,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']","Date of retraction unknown, estimated from conference date.",[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['College of Music and Dance, Fuyang Normal University, Fuyang, Anhui 236041, China']","['https://retractionwatch.com/2023/05/02/hindawi-shuttering-four-journals-overrun-by-paper-mills/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/']",['Research Article'],6/28/2023 0:00,10.1155/2023/9793436,9/26/2022 0:00,10.1155/2022/2876063,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Molecular Biology and Genetics, Bogazici University, Istanbul, Turkey'
 'Department of Paediatrics, Marmara University Hospital, Istanbul, Turkey']",[],['Research Article'],11/1/2004 0:00,unavailable,7/1/2003 0:00,10.1136/jmg.40.7.530,Retraction,['+Error in Data' '+Results Not Reproducible'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Provincial Key Laboratory of Agricultural Environmental Engineering, College of Resources and Environment, Sichuan Agricultural University, Yaan, Sichuan, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],5/31/2011 0:00,10.1109/icbbe.2011.5781084,5/10/2011 0:00,10.1109/icbbe.2011.5781084,Retraction,['+Notice - Limited or No Information'],None,['https://ror.org/0388c3403'],[None],['China'],['Sichuan'],<NA>,<NA>,<NA>,<NA>
"['Department of Pathology, Tangshan Gongren Hospital, Tangshan, Hebei, China']",[],['Research Article'],5/1/2021 0:00,10.26355/eurrev_202105_25803,5/1/2020 0:00,10.26355/eurrev_202005_21323,Retraction,['+Notice - Limited or No Information'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Sport Science Program, College of Arts and Sciences, Qatar University, 1396 Al Tarfa, 2713, Doha 2713, Qatar'
 'Institute of Clinical Exercise and Health Science, Applied Physiology Research Laboratory, School of Science and Sport, University of the West of Scotland, Hamilton, Lanarkshire ML3 OJB, Scotland']",[],['Review Article'],10/17/2019 0:00,10.1186/s40798-019-0217-9,6/19/2018 0:00,10.1186/s40798-018-0134-3,Retraction,['+Euphemisms for Plagiarism' '+Plagiarism of Article'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Foreign Language Department, Anyang Institute of Technology, Henan, Anyang 455000, China']","['https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/05/02/hindawi-shuttering-four-journals-overrun-by-paper-mills/']",['Research Article'],6/28/2023 0:00,10.1155/2023/9764780,7/13/2021 0:00,10.1155/2021/5609885,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"[""Department of Pharmacy, The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi 710061, P.R. China""
 'Department of Chemistry, Stony Brook University - State University of New York, Stony Brook, NY 11794-3400, USA'
 ""Hou Zonglian Medical Experimental Class of 2014, Xi'an Jiaotong University, Xi'an, Shaanxi 710061, P.R. China""]",[],['Research Article'],12/7/2022 0:00,10.3892/ijo.2022.5463,2/10/2017 0:00,10.3892/ijo.2017.3871,Correction,"['+Duplication of/in Image' '+Error in Image' '+Objections by Third Party'
 '+Updated to Retraction']",None,['https://ror.org/05qghxh33'],[None],['United States'],['New York'],<NA>,<NA>,<NA>,<NA>
"['School of Electrical Engineering and Automation, Tianjin University, Tianjin, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],4/15/2010 0:00,10.1109/APPEEC.2010.5448492,3/28/2010 0:00,10.1109/APPEEC.2010.5448492,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']","Date of retraction unknown, estimated from conference date.",[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Department of Neurochemistry, NY State Institute for Basic Research in Developmental Disabilities, 1050 Forest Hill Road, Staten Island New York, USA'
 'Department of Developmental Neurobiology, NY State Institute for Basic Research in Developmental Disabilities, 10314, New York, NY, USA'
 'Digital Microscopy, NY State Institute for Basic Research in Developmental Disabilities, 10314, New York, NY, USA'
 'Department of Orthopaedics, General Hospital of Tianjin Medical Universtiy, Tianjin, China']",['http://retractionwatch.com/2016/07/20/institute-director-loses-third-paper-following-investigation/'],['Research Article'],5/13/2016 0:00,10.1186/s12974-016-0568-9,9/21/2012 0:00,10.1186/1742-2094-9-223,Retraction,"['+Investigation by Company/Institution' '+Unreliable Image'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['UMR MEPHI, Aix-Marseille Université, IRD, AP-HM, IHU Méditerranée-Infection, Marseille, France'
 'UMR VITROME, Aix-Marseille Université, IRD, SSA, AP-HM, IHU Méditerranée-Infection, Marseille, France']",['https://retractionwatch.com/2024/04/03/embattled-researcher-didier-raoult-earns-dozens-more-expressions-of-concern-and-another-retraction/'],['Research Article'],4/2/2024 0:00,10.1016/j.nmni.2024.101321,2/22/2018 0:00,10.1016/j.nmni.2018.02.005,Expression of concern,"['+Concerns/Issues about Human Subject Welfare'
 '+Investigation by Journal/Publisher']",Authors' names derived from their Scopus profiles.,['https://ror.org/035xkbk20'],[None],['France'],"[""Provence-Alpes-Côte d'Azur""]",<NA>,<NA>,<NA>,<NA>
"['Department of Physics & Astrophysics, University of Delhi, New Delhi, 110 007, India'
 'Department of Applied Science, Madhav Institute of Technology and Science, Gwalior, India']",[],['Research Article'],7/23/2019 0:00,10.1007/s13538-019-00696-z,4/15/2019 0:00,10.1007/s13538-019-00635-y,Correction,['+False/Forged Authorship' '+Updated to Retraction'],Supriya Kar removed as coauthor at his request;,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Unité de Recherche en Maladies Infectieuses et Tropicales Emergentes, Institut Hospitalo-Universitaire Méditerranée-Infection, Aix-Marseille Université, Faculté de Médecine, Marseille cedex 5, France']",['https://retractionwatch.com/2024/04/03/embattled-researcher-didier-raoult-earns-dozens-more-expressions-of-concern-and-another-retraction/'],['Research Article'],4/3/2024 0:00,10.1016/j.nmni.2024.101338,3/19/2016 0:00,10.1016/j.nmni.2016.03.002,Expression of concern,"['+Concerns/Issues about Human Subject Welfare'
 '+Investigation by Journal/Publisher']",Authors' names derived from their Scopus profiles.,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Maxim Inc., Austin, TX']",['http://retractionwatch.com/the-retraction-watch-leaderboard/'],['Conference Abstract/Paper'],2/20/2007 0:00,10.1109/BIPOL.2006.311164,10/8/2006 0:00,10.1109/BIPOL.2006.311164,Retraction,"['+False/Forged Authorship' '+Falsification/Fabrication of Data'
 '+Investigation by Journal/Publisher' '+Misconduct by Author']",None,['https://ror.org/01s682d03'],[None],['United States'],['Massachusetts'],<NA>,<NA>,<NA>,<NA>
"['Intracardiac Catheter Room, Xiangyang Central Hospital, Affiliated Hospital of Hubei University of Arts and Science, Xiangyang, 441021 Hubei, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Clinical Study'],12/6/2023 0:00,10.1155/2023/9796014,1/17/2022 0:00,10.1155/2022/5876132,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['College of Music, Henan University, Kaifeng 475001, China']","['https://retractionwatch.com/2023/05/02/hindawi-shuttering-four-journals-overrun-by-paper-mills/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/']",['Research Article'],6/28/2023 0:00,10.1155/2023/9815145,7/31/2022 0:00,10.1155/2022/7709053,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Plant Protection Institute, HAAS, Harbin, China'
 'Key Laboratory of Weed and Rodent Biology and Management, CAAS, Beijing, China State Key Laboratory of Urban Water Resource and Environment, Harbin Institute of Technology, Harbin, China']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],5/31/2011 0:00,10.1109/icbbe.2011.5781583,5/10/2011 0:00,10.1109/icbbe.2011.5781583,Retraction,['+Notice - Limited or No Information'],None,['https://ror.org/05s6mpv98'],[None],['China'],['Heilongjiang'],<NA>,<NA>,<NA>,<NA>
"['Department of Obstetrics and Gynecology, Affiliated Hospital of Jiangnan University, Wuxi, China'
 'Department of Pediatrics, Affiliated Hospital of Jiangnan University, Wuxi, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],12/6/2023 0:00,10.1155/2023/9841487,8/9/2022 0:00,10.1155/2022/2023159,Retraction,"['+Fake Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Paper Mill'
 '+Unreliable Results and/or Conclusions']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"[""University of Ha'il, College of Computer Science and Engineering, Department of Computer Science, Ha'il, Saudi Arabia""
 'Department of Statistics, Mizan-Tepi University, Tepi, Ethiopia']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/'
 'https://retractionwatch.com/2023/12/19/hindawi-reveals-process-for-retracting-more-than-8000-paper-mill-articles/']",['Research Article'],10/4/2023 0:00,10.1155/2023/9869258,12/30/2021 0:00,10.1155/2021/3941978,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Results and/or Conclusions'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review'
 '+Informed/Patient Consent - None/Withdrawn'
 '+Investigation by Journal/Publisher' '+Investigation by Third Party'
 '+Lack of IRB/IACUC Approval and/or Compliance' '+Paper Mill'
 '+Computer-Aided Content or Computer-Generated Content'
 '+Unreliable Results and/or Conclusions']",None,['https://ror.org/03bs4te22'],[None],['Ethiopia'],"[""South West Ethiopia Peoples' Region""]",<NA>,<NA>,<NA>,<NA>
"['Qingdao University of Science and Technology, Qingdao, Shandong, CN']",['http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/'],['Conference Abstract/Paper'],5/31/2011 0:00,10.1109/icbbe.2011.5781413,5/10/2011 0:00,10.1109/icbbe.2011.5781413,Retraction,"['+Breach of Policy by Author' '+Date of Article and/or Notice Unknown'
 '+Notice - Limited or No Information']",None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['College of Computer Science and Engineering, Xi’an University of Technology, Xi’an, 710048 Shaanxi, China'
 'College of Media, Xi’an Peihua University, Xi’an, 710125 Shaanxi, China']","['https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/'
 'https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/']",['Research Article'],9/20/2023 0:00,10.1155/2023/9804912,8/19/2022 0:00,10.1155/2022/4100639,Retraction,"['+Concerns/Issues About Data'
 '+Concerns/Issues about Referencing/Attributions'
 '+Concerns/Issues with Peer Review' '+Investigation by Journal/Publisher'
 '+Investigation by Third Party' '+Unreliable Results and/or Conclusions']",See also: https://pubpeer.com/publications/457256966B4563C6448F0831BEEB5D,['https://ror.org/032fx1s95'],[None],['China'],['Shaanxi'],<NA>,<NA>,<NA>,<NA>
"['Carilion Clinic Brain Injury Center, Roanoke, USA'
 'Virginia Tech Carilion School of Medicine, Roanoke, USA'
 'Edward Via College of Osteopathic Medicine, Blacksburg, USA']",[],['Conference Abstract/Paper'],8/23/2023 0:00,10.1080/02699052.2023.2247951,5/29/2023 0:00,10.1080/02699052.2023.2194723,Retraction,['+Duplication of Content through Error by Journal/Publisher'],None,[],[],[],[],<NA>,<NA>,<NA>,<NA>
"['Center for Translational Medicine and Jane and Leonard Korman Lung Center, Thomas Jefferson University, Philadelphia, Pennsylvania'
 'Department of Obstetrics and Gynecology, Thomas Jefferson University, Philadelphia, Pennsylvania'
 'Cardeza Center for Vascular Biology Research, Thomas Jefferson University, Philadelphia, Pennsylvania']",['https://retractionwatch.com/2022/02/08/philadelphia-area-lung-researcher-up-to-six-retractions/'],['Research Article'],10/1/2020 0:00,10.1165/rcmb.v63retraction3,8/1/2017 0:00,10.1165/rcmb.2016-0310OC,Retraction,"['+Concerns/Issues About Data' '+Date of Article and/or Notice Unknown'
 '+Duplication of/in Image' '+Manipulation of Images'
 '+Unreliable Results and/or Conclusions']","date of retraction is unknown, estimated from notifications;",['https://ror.org/00ysqcn41'],[None],['United States'],['Pennsylvania'],<NA>,<NA>,<NA>,<NA>
